"Cat_energie","prix_du_bien","prix_m2","type_de_bien","nb_pièce","nb_chambre","superficie","quartier","css-0 3"
"C","377 000 €","4 713 €/m²","Maison à vendre","3 pièces","2 chambres","80 m²","Toulon (83000)",""
"","276 938 €","4 616 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","60 m²","Temple, Toulon (83000)",""
"E","630 000 €","4 038 €/m²","Villa à vendre","6 pièces","4 chambres","156 m²","Toulon (83200)","Nouveau"
"C","134 500 €","2 069 €/m²","Appartement à vendre","3 pièces","2 chambres","65 m²","Temple, Toulon (83200)",""
"E","129 000 €","4 019 €/m²","Appartement à vendre","2 pièces","1 chambre","32,1 m²","Toulon (83000)","Nouveau"
"","150 000 €","2 381 €/m²","Appartement à vendre","3 pièces","2 chambres","63 m²","Toulon (83000)",""
"D","190 000 €","4 872 €/m²","Appartement à vendre","2 pièces","1 chambre","39 m²","Toulon (83000)",""
"E","189 000 €","2 821 €/m²","Appartement à vendre","3 pièces","2 chambres","67 m²","Toulon (83000)",""
"C","1 870 000 €","12 222 €/m²","Appartement à vendre","5 pièces","3 chambres","153 m²","Toulon (83000)",""
"","259 794 €","4 153 €/m²","Appartement à vendre - neuf","3 pièces","62,6 m²","1er étage","Valbertrand, Toulon (83200)",""
"E","454 500 €","3 050 €/m²","Villa à vendre","8 pièces","4 chambres","149 m²","Escaillon, Toulon (83200)",""
"C","260 000 €","3 059 €/m²","Appartement à vendre","4 pièces","2 chambres","85 m²","Les Routes, Toulon (83200)",""
"","469 000 €","5 270 €/m²","Appartement à vendre","4 pièces","3 chambres","89 m²","Cap Brun , Toulon (83000)",""
"E","265 000 €","3 786 €/m²","Maison à vendre","3 pièces","2 chambres","70 m²","Les Routes, Toulon (83200)",""
"D","115 000 €","2 018 €/m²","Appartement à vendre","3 pièces","2 chambres","57 m²","Toulon (83000)",""
"","259 794 €","4 551 €/m²","Appartement à vendre - neuf","3 pièces","57,1 m²","4ème étage","Valbertrand, Toulon (83200)",""
"","259 794 €","4 562 €/m²","Appartement à vendre - neuf","3 pièces","57 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","280 894 €","4 338 €/m²","Appartement à vendre - neuf","3 pièces","64,8 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","296 719 €","4 529 €/m²","Appartement à vendre - neuf","3 pièces","65,5 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","275 179 €","4 502 €/m²","Appartement à vendre - neuf","3 pièces","61,1 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","269 465 €","4 411 €/m²","Appartement à vendre - neuf","3 pièces","61,1 m²","1er étage","Valbertrand, Toulon (83200)",""
"","264 190 €","4 224 €/m²","Appartement à vendre - neuf","3 pièces","62,6 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","254 519 €","4 459 €/m²","Appartement à vendre - neuf","3 pièces","57,1 m²","3ème étage","Valbertrand, Toulon (83200)",""
"","290 565 €","4 487 €/m²","Appartement à vendre - neuf","3 pièces","64,8 m²","3ème étage","Valbertrand, Toulon (83200)",""
"","291 444 €","4 382 €/m²","Appartement à vendre - neuf","3 pièces","66,5 m²","3ème étage","Valbertrand, Toulon (83200)",""
"","275 619 €","4 257 €/m²","Appartement à vendre - neuf","3 pièces","64,8 m²","1er étage","Valbertrand, Toulon (83200)",""
"","267 706 €","4 280 €/m²","Appartement à vendre - neuf","3 pièces","62,6 m²","3ème étage","Valbertrand, Toulon (83200)",""
"D","315 000 €","3 938 €/m²","Appartement à vendre","4 pièces","3 chambres","80 m²","Mourillon-Centre, Toulon (83000)",""
"C","138 000 €","1 890 €/m²","Appartement à vendre","3 pièces","2 chambres","73 m²","Toulon (83200)",""
"","270 344 €","4 127 €/m²","Appartement à vendre - neuf","3 pièces","65,5 m²","2ème étage","Valbertrand, Toulon (83200)",""
"","213 000 €","5 027 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","42,4 m²","Pont de Suve-Collet de Gipon, Toulon (83100)",""
"D","599 000 €","5 651 €/m²","Villa à vendre","5 pièces","4 chambres","106 m²","Sainte Musse, La Garde (83130)",""
"","278 256 €","4 248 €/m²","Appartement à vendre - neuf","3 pièces","65,5 m²","1er étage","Valbertrand, Toulon (83200)",""
"D","125 000 €","1 953 €/m²","Appartement à vendre","3 pièces","2 chambres","64 m²","Champ de Mars, Toulon (83000)",""
"","498 000 €","6 468 €/m²","Appartement à vendre","3 pièces","2 chambres","77 m²","Beaulieu-Darboussèdes, Toulon (83100)",""
"C","295 000 €","4 041 €/m²","Appartement à vendre","4 pièces","3 chambres","73 m²","Super-Toulon, Toulon (83000)",""
"C","169 000 €","2 464 €/m²","Appartement à vendre","4 pièces","2 chambres","68,6 m²","Toulon (83000)",""
"D","165 000 €","3 114 €/m²","Appartement à vendre","3 pièces","1 chambre","53 m²","Toulon (83000)",""
"B","499 000 €","4 339 €/m²","Villa à vendre","6 pièces","3 chambres","115 m²","Toulon (83200)",""
"","270 000 €","3 214 €/m²","Appartement à vendre","4 pièces","2 chambres","84 m²","Puget-Théâtre, Toulon (83000)",""
"D","95 700 €","1 740 €/m²","Appartement à vendre","3 pièces","2 chambres","55 m²","Toulon (83200)","Nouveau"
"","423 000 €","6 707 €/m²","Appartement à vendre","3 pièces","2 chambres","63,1 m²","Cap Brun , Toulon (83000)",""
"D","109 000 €","1 627 €/m²","Appartement à vendre","4 pièces","3 chambres","67 m²","Toulon (83000)","Nouveau"
"","201 000 €","4 846 €/m²","Appartement à vendre - neuf","2 pièces","41,5 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","209 000 €","5 039 €/m²","Appartement à vendre - neuf","2 pièces","41,5 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"D","155 000 €","2 411 €/m²","Appartement à vendre","3 pièces","2 chambres","64,3 m²","Toulon (83000)",""
"","196 000 €","4 785 €/m²","Appartement à vendre - neuf","2 pièces","41 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","281 000 €","4 565 €/m²","Appartement à vendre - neuf","3 pièces","61,6 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","195 000 €","4 996 €/m²","Appartement à vendre - neuf","2 pièces","39 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","212 000 €","5 078 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","219 000 €","5 429 €/m²","Appartement à vendre - neuf","2 pièces","40,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","276 000 €","4 483 €/m²","Appartement à vendre - neuf","3 pièces","61,6 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","266 000 €","4 321 €/m²","Appartement à vendre - neuf","3 pièces","61,6 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","205 000 €","5 250 €/m²","Appartement à vendre - neuf","2 pièces","39,1 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","280 000 €","4 308 €/m²","Appartement à vendre - neuf","3 pièces","65 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","202 000 €","5 278 €/m²","Appartement à vendre - neuf","2 pièces","38,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","208 000 €","5 156 €/m²","Appartement à vendre - neuf","2 pièces","40,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","305 000 €","4 680 €/m²","Appartement à vendre - neuf","3 pièces","65,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","310 000 €","4 769 €/m²","Appartement à vendre - neuf","3 pièces","65 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","196 000 €","5 274 €/m²","Appartement à vendre - neuf","2 pièces","37,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","204 000 €","5 057 €/m²","Appartement à vendre - neuf","2 pièces","40,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","204 000 €","4 878 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","207 000 €","4 958 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","266 000 €","3 786 €/m²","Appartement à vendre - neuf","3 pièces","70,3 m²","2ème étage","Saint Jean du Var, Toulon (83100)",""
"","217 000 €","5 198 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","214 000 €","5 117 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","271 000 €","4 402 €/m²","Appartement à vendre - neuf","3 pièces","61,6 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","315 000 €","4 834 €/m²","Appartement à vendre - neuf","3 pièces","65,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","290 000 €","4 462 €/m²","Appartement à vendre - neuf","3 pièces","65 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","266 000 €","4 416 €/m²","Appartement à vendre - neuf","3 pièces","60,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","197 000 €","5 148 €/m²","Appartement à vendre - neuf","2 pièces","38,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","213 000 €","5 280 €/m²","Appartement à vendre - neuf","2 pièces","40,3 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","199 000 €","4 858 €/m²","Appartement à vendre - neuf","2 pièces","41 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","295 000 €","4 527 €/m²","Appartement à vendre - neuf","3 pièces","65,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","199 000 €","5 096 €/m²","Appartement à vendre - neuf","2 pièces","39,1 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","205 000 €","4 918 €/m²","Appartement à vendre - neuf","2 pièces","41,7 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","199 000 €","5 355 €/m²","Appartement à vendre - neuf","2 pièces","37,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"A","235 400 €","4 359 €/m²","Appartement à vendre","3 pièces","2 chambres","54 m²","Brunet, Toulon (83100)",""
"","219 000 €","5 237 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","300 000 €","4 615 €/m²","Appartement à vendre - neuf","3 pièces","65 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","210 000 €","5 038 €/m²","Appartement à vendre - neuf","2 pièces","41,7 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","209 000 €","4 998 €/m²","Appartement à vendre - neuf","2 pièces","41,8 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","215 000 €","5 134 €/m²","Appartement à vendre - neuf","2 pièces","41,9 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","204 000 €","4 918 €/m²","Appartement à vendre - neuf","2 pièces","41,5 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"C","210 000 €","2 471 €/m²","Appartement à vendre","5 pièces","2 chambres","85 m²","Toulon (83000)",""
"C","159 000 €","3 878 €/m²","Appartement à vendre","1 pièce","41 m²","Étage 1/5","Toulon (83000)",""
"A","495 000 €","5 557 €/m²","Villa à vendre","4 pièces","3 chambres","89,1 m²","Toulon (83000)",""
"C","145 000 €","2 529 €/m²","Appartement à vendre","3 pièces","2 chambres","57,3 m²","Toulon (83200)",""
"B","749 000 €","5 238 €/m²","Maison à vendre","6 pièces","3 chambres","143 m²","Notre Dame des Routes, Toulon (83200)",""
"D","160 000 €","2 982 €/m²","Appartement à vendre","3 pièces","2 chambres","53,7 m²","Aguillon, Toulon (83000)",""
"D","224 000 €","3 343 €/m²","Appartement à vendre","3 pièces","2 chambres","67 m²","Toulon (83200)",""
"D","212 000 €","4 930 €/m²","Appartement à vendre","2 pièces","1 chambre","43 m²","La Roseraie, Toulon (83100)",""
"C","530 000 €","3 681 €/m²","Appartement à vendre","4 pièces","3 chambres","144 m²","Puget-Théâtre, Toulon (83000)",""
"B","299 000 €","5 980 €/m²","Maison à vendre","2 pièces","1 chambre","50 m²","Pont de Suve-Collet de Gipon, Toulon (83100)",""
"D","128 000 €","4 224 €/m²","Appartement à vendre","1 pièce","30,3 m²","","Pont-du-Las, Toulon (83000)",""
"A","459 000 €","5 030 €/m²","Maison à vendre","4 pièces","3 chambres","91,3 m²","Valbertrand, Toulon (83200)",""
"D","150 000 €","2 206 €/m²","Appartement à vendre","4 pièces","3 chambres","68 m²","Toulon (83200)","Nouveau"
"","119 000 €","4 061 €/m²","Appartement à vendre","2 pièces","1 chambre","29,3 m²","Toulon (83000)",""
"","161 200 €","3 177 €/m²","Appartement à vendre","2 pièces","1 chambre","50,7 m²","Toulon (83000)",""
"D","88 391 €","4 878 €/m²","Studio à vendre","1 pièce","18,1 m²","3ème étage","Toulon (83000)",""
"E","135 000 €","4 655 €/m²","Appartement à vendre","1 pièce","29 m²","Étage 3/3","Cap Brun , Toulon (83000)",""
"D","217 000 €","2 747 €/m²","Appartement à vendre","5 pièces","3 chambres","79 m²","Super-Toulon, Toulon (83000)",""
"D","250 000 €","2 747 €/m²","Appartement à vendre","4 pièces","3 chambres","91 m²","Toulon (83000)",""
"C","Bouquet 80 000 €","et 1 300 €/mois","Maison en viager · occupé","3 pièces","2 chambres","91 m²","Beaulieu-Darboussèdes, Toulon (83100)",""
"","271 000 €","4 499 €/m²","Appartement à vendre - neuf","3 pièces","60,2 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"","189 000 €","4 840 €/m²","Appartement à vendre - neuf","2 pièces","39,1 m²","","Pont de Suve-Collet de Gipon, Toulon (83000)","Nouveau"
"D","225 000 €","3 462 €/m²","Appartement à vendre","3 pièces","2 chambres","65 m²","Toulon (83000)","Nouveau"
"F","92 000 €","2 200 €/m²","Appartement à vendre","3 pièces","2 chambres","41,8 m²","Toulon (83100)","Nouveau"
"E","165 000 €","1 780 €/m²","Appartement à vendre","4 pièces","2 chambres","92,7 m²","Trois Quartiers-Siblas, Toulon (83100)","Nouveau"
"E","265 000 €","3 786 €/m²","Maison à vendre","3 pièces","2 chambres","70 m²","Les Routes, Toulon (83200)",""
"","650 000 €","7 222 €/m²","Appartement à vendre - neuf","4 pièces","3 chambres","90 m²","","Programme Neuf"
"","990 000 €","8 250 €/m²","Appartement à vendre - neuf","4 pièces","3 chambres","120 m²","","Programme Neuf"
"","800 000 €","9 412 €/m²","Appartement à vendre - neuf","4 pièces","3 chambres","85 m²","","Programme Neuf"
"","292 000 €","8 588 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","34 m²","","Programme Neuf"
"","143 962 €","7 998 €/m²","Studio à vendre","1 pièce","1 chambre","18 m²","Valbertrand, Toulon (83200)",""
"C","840 000 €","2 561 €/m²","Maison à vendre","15 pièces","10 chambres","328 m²","Toulon (83200)",""
"E","143 000 €","2 804 €/m²","Appartement à vendre","3 pièces","2 chambres","51 m²","Toulon (83000)",""
"C","170 000 €","1 910 €/m²","Appartement à vendre","4 pièces","2 chambres","89 m²","Toulon (83200)",""
